Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Postal_Code,Region,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin,Year_Month,Year,Month,Shipping_Days
2016-09-08,2016-09-12,Standard Class,Consumer,Monroe,North Carolina,28110,South,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168,4,0.2,8.3524,23.75,2016-09,2016,9,4
2016-09-08,2016-09-12,Standard Class,Consumer,Monroe,North Carolina,28110,South,Office Supplies,Paper,Petty Cash Envelope,64.704,3,0.2,23.4552,36.25000000000001,2016-09,2016,9,4
2016-06-06,2016-06-09,Second Class,Corporate,Lowell,Massachusetts,1852,East,Office Supplies,Paper,Xerox 1935,105.52,4,0.0,48.5392,46.0,2016-06,2016,6,3
2015-06-19,2015-06-23,Standard Class,Home Office,Dallas,Texas,75081,Central,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",5.792,2,0.8,-9.5568,-165.0,2015-06,2015,6,4
2015-03-05,2015-03-09,Standard Class,Corporate,Philadelphia,Pennsylvania,19120,East,Technology,Phones,Samsung Convoy 3,466.158,7,0.4,-93.2316,-20.0,2015-03,2015,3,4
2015-03-05,2015-03-09,Standard Class,Corporate,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,10.312,1,0.2,-1.289,-12.5,2015-03,2015,3,4
2015-03-05,2015-03-09,Standard Class,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,Avery Round Ring Poly Binders,2.556,3,0.7,-1.7892,-70.0,2015-03,2015,3,4
2017-08-04,2017-08-07,First Class,Corporate,Loveland,Colorado,80538,West,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7.968,2,0.2,2.8884,36.25,2017-08,2017,8,3
2017-08-04,2017-08-07,First Class,Corporate,Loveland,Colorado,80538,West,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.784,1,0.2,3.1842,36.25,2017-08,2017,8,3
2017-12-30,2018-01-03,Standard Class,Consumer,Loveland,Colorado,80538,West,Office Supplies,Fasteners,Bagged Rubber Bands,3.024,3,0.2,-0.6048,-20.0,2017-12,2017,12,4
2015-05-23,2015-05-27,Standard Class,Corporate,Woonsocket,Rhode Island,2895,East,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0.0,13.8915,27.0,2015-05,2015,5,4
2014-12-06,2014-12-10,Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14.016,4,0.8,-31.536,-225.0,2014-12,2014,12,4
2014-12-06,2014-12-10,Standard Class,Consumer,Chicago,Illinois,60610,Central,Furniture,Tables,KI Adjustable-Height Table,214.95,5,0.5,-120.372,-56.00000000000001,2014-12,2014,12,4
2014-12-06,2014-12-10,Standard Class,Consumer,Chicago,Illinois,60610,Central,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,4,0.2,-7.008,-20.0,2014-12,2014,12,4
2014-12-06,2014-12-10,Standard Class,Consumer,Chicago,Illinois,60610,Central,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,3,0.6,-4.8492,-45.0,2014-12,2014,12,4
2014-12-06,2014-12-10,Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.6,2,0.8,-8.05,-175.00000000000003,2014-12,2014,12,4
2014-12-06,2014-12-10,Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2,0.2,-8.3524,-23.75,2014-12,2014,12,4
2015-08-07,2015-08-12,Standard Class,Home Office,Bakersfield,California,93309,West,Office Supplies,Binders,Cardinal Hold-It CD Pocket,19.152,3,0.2,6.4638,33.75,2015-08,2015,8,5
2014-03-17,2014-03-17,Same Day,Consumer,Dallas,Texas,75217,Central,Office Supplies,Art,Newell 333,4.448,2,0.2,0.3336,7.5,2014-03,2014,3,0
2014-03-17,2014-03-17,Same Day,Consumer,Dallas,Texas,75217,Central,Office Supplies,Paper,Xerox 1966,5.184,1,0.2,1.8792,36.25,2014-03,2014,3,0
2014-03-17,2014-03-17,Same Day,Consumer,Dallas,Texas,75217,Central,Office Supplies,Paper,Xerox 1967,15.552,3,0.2,5.4432,35.0,2014-03,2014,3,0
2015-03-26,2015-03-30,Second Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,40.032,6,0.2,12.51,31.25,2015-03,2015,3,4
2015-03-26,2015-03-30,Second Class,Consumer,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",16.776,3,0.2,5.0328,30.0,2015-03,2015,3,4
2014-12-14,2014-12-20,Standard Class,Consumer,Deltona,Florida,32725,South,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.304,4,0.2,13.9728,7.5,2014-12,2014,12,6
2015-09-19,2015-09-26,Standard Class,Corporate,Columbus,Georgia,31907,South,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,66.36,4,0.0,23.226,35.0,2015-09,2015,9,7
2017-04-25,2017-04-26,First Class,Home Office,Nashville,Tennessee,37211,South,Office Supplies,Art,Newell 312,42.048,9,0.2,5.256,12.5,2017-04,2017,4,1
2017-04-25,2017-04-26,First Class,Home Office,Nashville,Tennessee,37211,South,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,67.92,5,0.2,6.792,10.0,2017-04,2017,4,1
2014-10-18,2014-10-22,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,6,0.2,19.692,37.5,2014-10,2014,10,4
2014-10-18,2014-10-22,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",186.912,6,0.2,-35.046,-18.75,2014-10,2014,10,4
2014-10-18,2014-10-22,Standard Class,Corporate,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10.048,4,0.2,3.14,31.25,2014-10,2014,10,4
2015-11-13,2015-11-13,Same Day,Consumer,Chicago,Illinois,60610,Central,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",17.496,9,0.6,-7.4358,-42.50000000000001,2015-11,2015,11,0
2016-01-31,2016-02-02,Second Class,Consumer,Dallas,Texas,75220,Central,Office Supplies,Paper,Xerox 1994,15.552,3,0.2,5.4432,35.0,2016-01,2016,1,2
2016-11-17,2016-11-22,Standard Class,Consumer,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.3675,31.25,2016-11,2016,11,5
2017-07-25,2017-07-29,Standard Class,Consumer,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,Avery 491,3.304,1,0.2,1.0738,32.50000000000001,2017-07,2017,7,4
2017-11-11,2017-11-17,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,35.48,1,0.0,0.0,0.0,2017-11,2017,11,6
2015-09-26,2015-10-03,Standard Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34.44,3,0.0,16.1868,47.00000000000001,2015-09,2015,9,7
2015-09-26,2015-10-03,Standard Class,Consumer,Oceanside,New York,11572,East,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,7,0.0,296.0671,47.0,2015-09,2015,9,7
2015-09-26,2015-10-03,Standard Class,Consumer,Oceanside,New York,11572,East,Office Supplies,Binders,GBC Imprintable Covers,79.056,9,0.2,28.6578,36.25000000000001,2015-09,2015,9,7
2014-04-04,2014-04-08,Standard Class,Corporate,Lafayette,Louisiana,70506,South,Office Supplies,Storage,Safco Commercial Shelving,232.55,5,0.0,9.302,3.9999999999999996,2014-04,2014,4,4
2014-04-04,2014-04-08,Standard Class,Corporate,Lafayette,Louisiana,70506,South,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,0.0,42.9914,43.0,2014-04,2014,4,4
2014-04-04,2014-04-08,Standard Class,Corporate,Lafayette,Louisiana,70506,South,Office Supplies,Paper,Xerox 209,19.44,3,0.0,9.3312,48.00000000000001,2014-04,2014,4,4
2014-04-04,2014-04-08,Standard Class,Corporate,Lafayette,Louisiana,70506,South,Office Supplies,Paper,Xerox 1966,12.96,2,0.0,6.3504,48.99999999999999,2014-04,2014,4,4
2014-09-14,2014-09-14,Same Day,Consumer,New York City,New York,10009,East,Furniture,Tables,KI Adjustable-Height Table,464.292,9,0.4,-108.3348,-23.333333333333332,2014-09,2014,9,0
2014-09-14,2014-09-14,Same Day,Consumer,New York City,New York,10009,East,Office Supplies,Envelopes,Staple envelope,68.46,7,0.0,31.4916,46.0,2014-09,2014,9,0
2014-09-14,2014-09-14,Same Day,Consumer,New York City,New York,10009,East,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,4,0.0,1371.9804,49.0,2014-09,2014,9,0
2014-09-14,2014-09-14,Same Day,Consumer,New York City,New York,10009,East,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2,0.0,198.429,33.0,2014-09,2014,9,0
2014-09-14,2014-09-14,Same Day,Consumer,New York City,New York,10009,East,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1,0.0,4.4174,26.0,2014-09,2014,9,0
2014-09-14,2014-09-14,Same Day,Consumer,New York City,New York,10009,East,Technology,Phones,Vtech CS6719,287.97,3,0.0,80.6316,27.999999999999996,2014-09,2014,9,0
2014-09-14,2014-09-14,Same Day,Consumer,New York City,New York,10009,East,Office Supplies,Paper,Xerox 198,44.82,9,0.0,21.0654,47.0,2014-09,2014,9,0
2017-12-29,2018-01-05,Standard Class,Corporate,Anaheim,California,92804,West,Furniture,Furnishings,Nu-Dell Executive Frame,101.12,8,0.0,37.4144,37.0,2017-12,2017,12,7
2015-06-21,2015-06-27,Standard Class,Consumer,Deltona,Florida,32725,South,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,107.976,3,0.2,37.7916,35.0,2015-06,2015,6,6
2017-11-26,2017-11-30,Standard Class,Home Office,New York City,New York,10009,East,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,58.73,7,0.0,14.6825,25.0,2017-11,2017,11,4
2017-11-26,2017-11-30,Standard Class,Home Office,New York City,New York,10009,East,Office Supplies,Binders,Binding Machine Supplies,93.344,4,0.2,32.6704,35.0,2017-11,2017,11,4
2016-10-23,2016-10-28,Standard Class,Home Office,Seattle,Washington,98103,West,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,17.05,5,0.0,8.184,47.99999999999999,2016-10,2016,10,5
2015-12-14,2015-12-19,Standard Class,Consumer,San Diego,California,92105,West,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,8.096,2,0.2,2.7324,33.75,2015-12,2015,12,5
2016-11-13,2016-11-17,Standard Class,Corporate,Oklahoma City,Oklahoma,73120,Central,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,4,0.0,13.0548,43.0,2016-11,2016,11,4
2017-09-29,2017-10-05,Standard Class,Consumer,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,Staple envelope,23.34,3,0.0,10.9698,47.0,2017-09,2017,9,6
2017-09-29,2017-10-05,Standard Class,Consumer,Mount Vernon,New York,10550,East,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0.0,24.2285,47.0,2017-09,2017,9,6
2015-11-08,2015-11-12,Standard Class,Consumer,San Francisco,California,94109,West,Technology,Accessories,Microsoft Arc Touch Mouse,119.9,2,0.0,43.164,36.0,2015-11,2015,11,4
2016-04-01,2016-04-05,Standard Class,Consumer,New York City,New York,10009,East,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1317.492,6,0.1,292.776,22.222222222222225,2016-04,2016,4,4
2016-04-01,2016-04-05,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Supplies,Staple remover,63.84,8,0.0,18.5136,28.999999999999996,2016-04,2016,4,4
2016-04-01,2016-04-05,Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Binders,Avery Non-Stick Binders,3.592,1,0.2,1.1225,31.25,2016-04,2016,4,4
2017-02-02,2017-02-07,Standard Class,Consumer,Los Angeles,California,90045,West,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.26,2,0.0,29.3284,34.0,2017-02,2017,2,5
2017-02-02,2017-02-07,Standard Class,Consumer,Los Angeles,California,90045,West,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.04,4,0.0,38.9312,27.999999999999996,2017-02,2017,2,5
2017-02-02,2017-02-07,Standard Class,Consumer,Los Angeles,California,90045,West,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0.0,16.38,35.0,2017-02,2017,2,5
2017-12-24,2017-12-31,Standard Class,Home Office,Chandler,Arizona,85224,West,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.544,4,0.2,1.9224,22.5,2017-12,2017,12,7
2017-12-24,2017-12-31,Standard Class,Home Office,Chandler,Arizona,85224,West,Furniture,Chairs,Global Leather Executive Chair,842.376,3,0.2,105.297,12.5,2017-12,2017,12,7
2014-06-21,2014-06-21,Same Day,Consumer,Long Beach,New York,11561,East,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3,0.0,352.3065,29.000000000000004,2014-06,2014,6,0
2017-03-06,2017-03-10,Second Class,Corporate,San Francisco,California,94109,West,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2,0.0,16.945,25.0,2017-03,2017,3,4
2017-09-25,2017-09-28,First Class,Corporate,Helena,Montana,59601,West,Office Supplies,Storage,Iris Project Case,39.9,5,0.0,10.374,26.0,2017-09,2017,9,3
2014-06-30,2014-07-06,Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1,0.2,0.84,31.249999999999993,2014-06,2014,6,6
2014-06-30,2014-07-06,Standard Class,Consumer,New York City,New York,10011,East,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,3,0.0,2.904,44.0,2014-06,2014,6,6
2015-08-07,2015-08-08,First Class,Consumer,Kirkwood,Missouri,63122,Central,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",28.4,4,0.0,13.064,46.0,2015-08,2015,8,1
2015-08-07,2015-08-08,First Class,Consumer,Kirkwood,Missouri,63122,Central,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",212.94,3,0.0,34.0704,16.0,2015-08,2015,8,1
2017-06-30,2017-07-04,Second Class,Home Office,Chicago,Illinois,60653,Central,Technology,Phones,Samsung Galaxy S4,1001.584,2,0.2,125.198,12.5,2017-06,2017,6,4
2017-06-30,2017-07-04,Second Class,Home Office,Chicago,Illinois,60653,Central,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,3,0.3,-178.8468,-31.428571428571427,2017-06,2017,6,4
2017-06-30,2017-07-04,Second Class,Home Office,Chicago,Illinois,60653,Central,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",14.224,2,0.6,-10.3124,-72.5,2017-06,2017,6,4
2015-10-26,2015-10-30,Second Class,Corporate,Peoria,Arizona,85345,West,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,105.584,2,0.2,9.2386,8.75,2015-10,2015,10,4
2015-10-26,2015-10-30,Second Class,Corporate,Peoria,Arizona,85345,West,Technology,Phones,Plantronics MX500i Earset,68.72,2,0.2,-14.603,-21.25,2015-10,2015,10,4
2014-07-30,2014-08-05,Standard Class,Corporate,Seattle,Washington,98103,West,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8,0.0,259.8896,19.0,2014-07,2014,7,6
2016-11-18,2016-11-23,Second Class,Consumer,Taylor,Michigan,48180,Central,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,11.000000000000002,2016-11,2016,11,5
2015-07-06,2015-07-11,Standard Class,Consumer,Pasadena,California,91104,West,Furniture,Chairs,Novimex Turbo Task Chair,170.352,3,0.2,-17.0352,-10.0,2015-07,2015,7,5
2014-11-10,2014-11-16,Standard Class,Consumer,Midland,Michigan,48640,Central,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2,0.0,1.521,38.99999999999999,2014-11,2014,11,6
2014-11-10,2014-11-16,Standard Class,Consumer,Midland,Michigan,48640,Central,Office Supplies,Paper,Xerox 199,12.84,3,0.0,5.778,44.99999999999999,2014-11,2014,11,6
2014-11-10,2014-11-16,Standard Class,Consumer,Midland,Michigan,48640,Central,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,3,0.0,7.128,45.0,2014-11,2014,11,6
2014-11-10,2014-11-16,Standard Class,Consumer,Midland,Michigan,48640,Central,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3,0.0,112.788,20.0,2014-11,2014,11,6
2014-11-10,2014-11-16,Standard Class,Consumer,Midland,Michigan,48640,Central,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.94,3,0.0,11.9586,19.0,2014-11,2014,11,6
2014-11-10,2014-11-16,Standard Class,Consumer,Midland,Michigan,48640,Central,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,0.0,160.623,30.0,2014-11,2014,11,6
2016-05-27,2016-05-29,Second Class,Corporate,Detroit,Michigan,48205,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.9,5,0.0,700.98,20.0,2016-05,2016,5,2
2016-05-27,2016-05-29,Second Class,Corporate,Detroit,Michigan,48205,Central,Office Supplies,Paper,Xerox 1910,144.12,3,0.0,69.1776,48.0,2016-05,2016,5,2
2016-05-27,2016-05-29,Second Class,Corporate,Detroit,Michigan,48205,Central,Office Supplies,Paper,Xerox 1915,314.55,3,0.0,150.984,48.00000000000001,2016-05,2016,5,2
2015-03-08,2015-03-10,First Class,Corporate,Pueblo,Colorado,81001,West,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",3.408,1,0.2,0.8946,26.25,2015-03,2015,3,2
2017-10-19,2017-10-24,Standard Class,Consumer,Waco,Texas,76706,Central,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.072,2,0.8,-3.5224,-170.0,2017-10,2017,10,5
2017-10-19,2017-10-24,Standard Class,Consumer,Waco,Texas,76706,Central,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,328.3992,3,0.32,-91.7586,-27.941176470588236,2017-10,2017,10,5
2016-11-05,2016-11-08,First Class,Consumer,San Francisco,California,94109,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,2,0.2,19.968,37.5,2016-11,2016,11,3
2016-12-26,2016-12-30,Standard Class,Corporate,New York City,New York,10024,East,Office Supplies,Binders,Round Ring Binders,4.992,3,0.2,1.6848,33.75,2016-12,2016,12,4
2015-04-13,2015-04-19,Standard Class,Corporate,Los Angeles,California,90036,West,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0.0,15.8256,42.0,2015-04,2015,4,6
2015-04-13,2015-04-19,Standard Class,Corporate,Los Angeles,California,90036,West,Technology,Phones,Aastra 57i VoIP phone,258.576,2,0.2,19.3932,7.5,2015-04,2015,4,6
2015-04-13,2015-04-19,Standard Class,Corporate,Los Angeles,California,90036,West,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,2,0.0,29.5776,39.0,2015-04,2015,4,6
2017-09-12,2017-09-15,First Class,Corporate,Woonsocket,Rhode Island,2895,East,Office Supplies,Paper,Xerox 209,45.36,7,0.0,21.7728,48.0,2017-09,2017,9,3
2017-09-12,2017-09-15,First Class,Corporate,Woonsocket,Rhode Island,2895,East,Office Supplies,Binders,Aluminum Screw Posts,45.78,3,0.0,22.89,50.0,2017-09,2017,9,3
2017-09-24,2017-09-27,First Class,Consumer,Columbus,Georgia,31907,South,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,3,0.0,10.0725,25.0,2017-09,2017,9,3
2017-09-24,2017-09-27,First Class,Consumer,Columbus,Georgia,31907,South,Office Supplies,Binders,Avery Durable Poly Binders,38.71,7,0.0,17.8066,46.0,2017-09,2017,9,3
2015-10-10,2015-10-15,Standard Class,Consumer,Jacksonville,Florida,32216,South,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,6,0.2,-337.806,-18.749999999999996,2015-10,2015,10,5
2015-11-27,2015-12-03,Standard Class,Home Office,Philadelphia,Pennsylvania,19140,East,Technology,Phones,LG Exalt,748.752,8,0.4,-162.2296,-21.666666666666668,2015-11,2015,11,6
2015-09-13,2015-09-18,Standard Class,Consumer,Columbus,Indiana,47201,Central,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,199.96,4,0.0,15.9968,8.0,2015-09,2015,9,5
2015-09-13,2015-09-18,Standard Class,Consumer,Columbus,Indiana,47201,Central,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,7,0.0,394.212,26.0,2015-09,2015,9,5
2017-11-14,2017-11-18,Standard Class,Consumer,Pasadena,Texas,77506,Central,Technology,Accessories,V7 USB Numeric Keypad,167.952,6,0.2,-27.2922,-16.25,2017-11,2017,11,4
2017-11-14,2017-11-18,Standard Class,Consumer,Pasadena,Texas,77506,Central,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2,0.2,4.504,10.0,2017-11,2017,11,4
2017-05-05,2017-05-09,Standard Class,Consumer,San Francisco,California,94122,West,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2,0.0,11.58,50.0,2017-05,2017,5,4
2014-11-28,2014-12-01,Second Class,Corporate,Columbia,South Carolina,29203,South,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,5,0.0,43.736,10.999999999999998,2014-11,2014,11,3
2014-11-28,2014-12-01,Second Class,Corporate,Columbia,South Carolina,29203,South,Office Supplies,Paper,Xerox 1933,85.96,7,0.0,40.4012,47.00000000000001,2014-11,2014,11,3
2014-11-28,2014-12-01,Second Class,Corporate,Columbia,South Carolina,29203,South,Office Supplies,Art,Crayola Colored Pencils,13.12,4,0.0,4.3296,33.0,2014-11,2014,11,3
2014-11-28,2014-12-01,Second Class,Corporate,Columbia,South Carolina,29203,South,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,3,0.0,22.3734,49.00000000000001,2014-11,2014,11,3
2014-05-10,2014-05-15,Standard Class,Consumer,Kent,Washington,98031,West,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0.0,77.4837,49.0,2014-05,2014,5,5
2014-05-10,2014-05-15,Standard Class,Consumer,Kent,Washington,98031,West,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5,0.2,4.36,10.0,2014-05,2014,5,5
2016-03-03,2016-03-08,Standard Class,Consumer,Round Rock,Texas,78664,Central,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,3,0.2,-786.0144,-20.0,2016-03,2016,3,5
2016-03-03,2016-03-08,Standard Class,Consumer,Round Rock,Texas,78664,Central,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,1,0.2,0.7776,33.75,2016-03,2016,3,5
2016-03-03,2016-03-08,Standard Class,Consumer,Round Rock,Texas,78664,Central,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,3,0.2,32.3982,7.500000000000001,2016-03,2016,3,5
2016-03-03,2016-03-08,Standard Class,Consumer,Round Rock,Texas,78664,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,7,0.2,5.7365,13.750000000000002,2016-03,2016,3,5
2015-08-15,2015-08-19,Standard Class,Consumer,Oakland,California,94601,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,104.23,7,0.0,28.1421,26.999999999999996,2015-08,2015,8,4
2015-08-15,2015-08-19,Standard Class,Consumer,Oakland,California,94601,West,Office Supplies,Storage,Mobile Personal File Cube,70.26,3,0.0,18.9702,26.999999999999996,2015-08,2015,8,4
2015-09-12,2015-09-18,Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0.0,3.0558,33.0,2015-09,2015,9,6
2015-09-12,2015-09-18,Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98,2,0.0,4.2392,4.0,2015-09,2015,9,6
2015-09-12,2015-09-18,Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24,1,0.0,0.5828,47.0,2015-09,2015,9,6
2015-09-12,2015-09-18,Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Labels,Avery 489,20.7,2,0.0,9.936,48.00000000000001,2015-09,2015,9,6
2015-09-12,2015-09-18,Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),28.9,5,0.0,14.161,49.0,2015-09,2015,9,6
2015-09-12,2015-09-18,Standard Class,Consumer,Auburn,New York,13021,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27.18,1,0.0,12.7746,47.0,2015-09,2015,9,6
2015-01-12,2015-01-18,Standard Class,Corporate,Newark,Delaware,19711,East,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,3,0.0,120.9468,26.0,2015-01,2015,1,6
2015-05-12,2015-05-16,Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Storage,Portable Personal File Box,36.63,3,0.0,9.8901,27.0,2015-05,2015,5,4
2016-09-26,2016-09-26,Same Day,Consumer,Redlands,California,92374,West,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0.0,13.8915,27.0,2016-09,2016,9,0
2016-09-26,2016-09-26,Same Day,Consumer,Redlands,California,92374,West,Office Supplies,Labels,Avery 494,7.83,3,0.0,3.6018,46.0,2016-09,2016,9,0
2016-09-26,2016-09-26,Same Day,Consumer,Redlands,California,92374,West,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,0.0,13.452,38.0,2016-09,2016,9,0
2016-09-26,2016-09-26,Same Day,Consumer,Redlands,California,92374,West,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),29.9,5,0.0,13.455,45.0,2016-09,2016,9,0
2017-09-09,2017-09-15,Standard Class,Consumer,Roseville,Michigan,48066,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156,47.0,2017-09,2017,9,6
